"","x"
"360",0.378415644168854
"361",0.882997751235962
"362",0.346206665039062
"363",0.603078484535217
"364",0.8882896900177
"365",0.278217375278473
"366",0.240213215351105
"367",0.35918864607811
"368",0.427778154611588
"369",0.473592966794968
"370",0.189063474535942
"371",0.283074259757996
"372",0.291571259498596
"373",0.818101346492767
"374",0.0974961444735527
"375",0.414089888334274
"376",0.519041419029236
"377",0.156403973698616
"378",0.281822204589844
"379",0.581594228744507
"380",0.361685067415237
"381",0.0895320028066635
"382",0.29104083776474
"383",0.134639054536819
"384",0.466543555259705
"385",0.596938788890839
"386",0.130562379956245
"387",0.200633749365807
"388",0.169188305735588
"389",0.570253074169159
"390",0.329599142074585
"391",0.541256368160248
"392",0.170006319880486
"393",0.594349920749664
"394",0.324017375707626
"395",0.17756412923336
"396",0.182163566350937
"397",0.403919488191605
"398",0.237009093165398
"399",0.470713257789612
"400",0.844590306282043
"401",0.542480707168579
"402",0.163394168019295
"403",0.302607715129852
"404",0.231756538152695
"405",0.48222541809082
"406",0.375048637390137
"407",0.863841831684113
"408",0.180941686034203
"409",0.662633001804352
"410",0.48337733745575
"411",0.194458514451981
"412",0.668190062046051
"413",0.431710839271545
"414",0.171809837222099
"415",0.482971876859665
"416",0.629828453063965
"417",0.46752917766571
"418",0.515956342220306
"419",0.136771157383919
"420",0.828019618988037
"421",0.452260792255402
"422",0.206331208348274
"423",0.846859872341156
"424",0.19848521053791
"425",0.669305264949799
"426",0.385111093521118
"427",0.333954483270645
"428",0.554951846599579
"429",0.375783920288086
"430",0.488005727529526
"431",0.192724704742432
"432",0.363499999046326
"433",0.461520135402679
"434",0.293893605470657
"435",0.52509480714798
"436",0.665131747722626
"437",0.645732462406158
"438",0.249974340200424
"439",0.125578507781029
"440",0.142969742417336
"441",0.737241983413696
"442",0.317548722028732
"443",0.463308185338974
"444",0.161241486668587
"445",0.641465246677399
"446",0.376410394906998
"447",0.887427270412445
"448",0.510349929332733
"449",0.453935354948044
"450",0.611238777637482
"451",0.362379878759384
"452",0.450583845376968
"453",0.586873531341553
"454",0.512876272201538
"455",0.140867188572884
"456",0.141500487923622
"457",0.217996880412102
"458",0.487438917160034
"459",0.526111543178558
"460",0.358160823583603
"461",0.48244521021843
"462",0.726341664791107
"463",0.445365965366364
"464",0.191326975822449
"465",0.286790698766708
"466",0.102321527898312
"467",0.440261632204056
"468",0.229987949132919
"469",0.604331195354462
"470",0.577621519565582
"471",0.213948607444763
"472",0.175774037837982
"473",0.226269483566284
"474",0.522417366504669
"475",0.455741286277771
"476",0.374169290065765
"477",0.133274421095848
"478",0.399023562669754
"479",0.879412114620209
"480",0.423940002918243
"481",0.529534220695496
"482",0.136848911643028
"483",0.381021678447723
"484",0.50862991809845
"485",0.338451266288757
"486",0.523741483688354
"487",0.206719353795052
"488",0.302151173353195
"489",0.40651747584343
"490",0.527472138404846
"491",0.33361291885376
"492",0.742643237113953
"493",0.223403096199036
"494",0.258614420890808
"495",0.353290379047394
"496",0.776740252971649
"497",0.170296981930733
"498",0.396243035793304
"499",0.531267940998077
"500",0.325447142124176
"501",0.537827491760254
"502",0.170163571834564
"503",0.424580216407776
"504",0.467370867729187
"505",0.253282815217972
"506",0.460392862558365
"507",0.210842147469521
"508",0.568404018878937
"509",0.312195181846619
"510",0.398419976234436
"511",0.198166191577911
"512",0.372456729412079
"513",0.30377534031868
"514",0.402943223714828
"515",0.0727739334106445
"516",0.523536860942841
"517",0.374169290065765
"518",0.786611914634705
"519",0.603038251399994
"520",0.291335225105286
"521",0.763892948627472
"522",0.211647376418114
"523",0.188259467482567
"524",0.180703923106194
"525",0.181139051914215
"526",0.860838532447815
"527",0.79755699634552
"528",0.414088040590286
"529",0.334866940975189
"530",0.492366790771484
"531",0.381490409374237
"532",0.158556997776031
"533",0.157985433936119
"534",0.451240360736847
"535",0.63494086265564
"536",0.370295941829681
"537",0.829265177249908
"538",0.322502017021179
"539",0.729902148246765
"540",0.242656946182251
"541",0.540468513965607
"542",0.462316870689392
"543",0.238430008292198
"544",0.41905477643013
"545",0.23973348736763
"546",0.348622381687164
"547",0.632331788539886
"548",0.537677764892578
"549",0.481723338365555
"550",0.459141284227371
"551",0.235976725816727
"552",0.739474892616272
"553",0.20872001349926
"554",0.459520429372787
"555",0.241055086255074
"556",0.590575039386749
"557",0.208315491676331
"558",0.213022276759148
"559",0.3399498462677
"560",0.422930717468262
"561",0.46752917766571
"562",0.495836168527603
"563",0.687330543994904
"564",0.47744756937027
"565",0.506697535514832
"566",0.365015029907227
"567",0.37674668431282
"568",0.582277417182922
"569",0.280964016914368
"570",0.415663659572601
"571",0.861504197120667
"572",0.35980886220932
"573",0.299855202436447
"574",0.648903071880341
"575",0.347743600606918
"576",0.548961818218231
"577",0.119965724647045
"578",0.645732462406158
"579",0.397193044424057
"580",0.639659225940704
"581",0.879412114620209
"582",0.635779142379761
"583",0.422876238822937
"584",0.429405152797699
"585",0.520868957042694
"586",0.560127317905426
"587",0.18129126727581
"588",0.41340571641922
"589",0.264236748218536
"590",0.125504329800606
"591",0.490391135215759
"592",0.455439329147339
"593",0.399573892354965
"594",0.122699648141861
"595",0.456431597471237
"596",0.459308981895447
"597",0.771879255771637
"598",0.26504835486412
"599",0.144579201936722
"600",0.215958967804909
"601",0.46307247877121
"602",0.274316281080246
"603",0.366496026515961
"604",0.130379617214203
"605",0.858106076717377
"606",0.68206650018692
"607",0.201722353696823
"608",0.285627901554108
"609",0.445180892944336
"610",0.1723393201828
"611",0.211221054196358
"612",0.337325841188431
"613",0.401918292045593
"614",0.323040664196014
"615",0.294213443994522
"616",0.566350638866425
"617",0.200500145554543
"618",0.258638650178909
"619",0.390416145324707
"620",0.360642075538635
"621",0.333295822143555
"622",0.581072986125946
"623",0.246591135859489
"624",0.425062417984009
"625",0.420924931764603
"626",0.850074410438538
"627",0.139592856168747
"628",0.460204273462296
"629",0.850074410438538
"630",0.519225060939789
"631",0.332026422023773
"632",0.409460812807083
"633",0.235986769199371
"634",0.562906086444855
"635",0.587821841239929
"636",0.557432770729065
"637",0.874640643596649
"638",0.461915642023087
"639",0.5670285820961
"640",0.290880441665649
"641",0.766494631767273
"642",0.652591466903687
"643",0.13002872467041
"644",0.20549613237381
"645",0.590317130088806
"646",0.317235678434372
"647",0.612943887710571
"648",0.221825107932091
"649",0.314897626638412
"650",0.229994684457779
"651",0.23758339881897
"652",0.577341794967651
"653",0.646950602531433
"654",0.25473365187645
"655",0.441255688667297
"656",0.617824912071228
"657",0.355192810297012
"658",0.586356222629547
"659",0.679380357265472
"660",0.368608236312866
"661",0.39242348074913
"662",0.172718316316605
"663",0.777841627597809
"664",0.484193474054337
"665",0.682098388671875
"666",0.167714059352875
"667",0.678118526935577
"668",0.558424711227417
"669",0.174516931176186
"670",0.551491498947144
"671",0.660413265228271
"672",0.521766304969788
"673",0.119178093969822
"674",0.429004400968552
"675",0.21105819940567
"676",0.257578462362289
"677",0.504205822944641
"678",0.172753602266312
"679",0.165960088372231
"680",0.662561893463135
"681",0.911067545413971
"682",0.279619336128235
"683",0.76053124666214
"684",0.377981066703796
"685",0.332880944013596
"686",0.279501408338547
"687",0.640411496162415
"688",0.585000991821289
"689",0.0715146511793137
"690",0.238723009824753
"691",0.358309149742126
"692",0.585078656673431
"693",0.0992864891886711
"694",0.455713212490082
"695",0.0865765437483788
"696",0.456200420856476
"697",0.451975256204605
"698",0.543517887592316
"699",0.452997446060181
"700",0.413353085517883
"701",0.343188017606735
"702",0.228322818875313
"703",0.389205783605576
"704",0.157717362046242
"705",0.638958692550659
"706",0.777841627597809
"707",0.375881224870682
"708",0.105685882270336
"709",0.52509480714798
"710",0.530673205852509
"711",0.549918413162231
"712",0.112715102732182
"713",0.464816451072693
"714",0.163107171654701
"715",0.193527460098267
"716",0.355716437101364
"717",0.422443211078644
"718",0.858106076717377
"719",0.166155219078064
"720",0.163143053650856
"721",0.466543555259705
