"","MSETrain","MSEValid"
"1",0.0472878232577637,0.0498688051777501
"2",0.0424793206372307,0.0451544577075589
"3",0.0382894867832221,0.0412184284579369
"4",0.0346310757069581,0.0379580005522697
"5",0.0315181319492039,0.0353168056857201
"6",0.0289596393601078,0.0332238628018287
"7",0.0269217100950286,0.0315885266950054
"8",0.0253337801908157,0.0303167404667024
"9",0.0241109501472293,0.0293246392280825
"10",0.0231721563246644,0.0285441152511104
"11",0.0224492341569326,0.0279225287898894
"12",0.0218886747108915,0.0274202285274383
"13",0.0214500572744256,0.0270077766910676
"14",0.0211033721902665,0.0266634694991573
"15",0.0208264799289994,0.0263712329249228
"16",0.020603042369742,0.0261192137195218
"17",0.0204208442804387,0.0258985827046056
"18",0.0202708171574649,0.0257027426073628
"19",0.0201460498381256,0.0255267527795607
"20",0.0200412461893238,0.0253667892948274
"21",0.0199523931072092,0.025220037275745
"22",0.0198763346043771,0.0250842740458827
"23",0.0198106435069429,0.0249578260606335
"24",0.0197533450080353,0.024839352023217
"25",0.0197029880941658,0.0247278398083102
"26",0.0196583399990891,0.0246224972509569
"27",0.0196184457257783,0.0245226383209229
"28",0.0195825791061338,0.0244277954101563
"29",0.0195500867211372,0.0243375070633427
"30",0.0195204646180638,0.0242514333417339
"31",0.019493326565429,0.0241692666084536
"32",0.0194683842123299,0.0240907653685539
"33",0.0194452804269143,0.024015720428959
"34",0.0194238511930722,0.0239439072147492
"35",0.0194039033950615,0.0238751611401958
"36",0.0193852637577983,0.0238093253104917
"37",0.0193677920739628,0.0237462428308302
"38",0.0193513864948416,0.0236857768028013
"39",0.0193359570761163,0.0236277918661794
"40",0.0193214125507582,0.023572172657136
"41",0.0193076471019221,0.0235187976591049
"42",0.0192946289845545,0.0234675545846262
"43",0.0192822947085482,0.023418354219006
"44",0.0192705821065069,0.0233710950420749
"45",0.0192594435608503,0.0233256586136356
"46",0.0192488473265247,0.0232819818681286
"47",0.019238766949319,0.0232399479035408
"48",0.0192291058713619,0.0231995228798159
"49",0.0192199103875233,0.0231605852803876
"50",0.0192110971670376,0.0231230812688028
"51",0.0192026886959843,0.0230869277831047
"52",0.0191946201615459,0.0230520740632088
"53",0.0191868651095111,0.0230184616581086
"54",0.0191794327988539,0.0229860059676632
"55",0.0191722729665727,0.0229546531554191
"56",0.0191653975170628,0.0229243724576889
"57",0.0191587628008754,0.0228950838888845
"58",0.0191523635271683,0.0228667597616872
"59",0.0191461772098621,0.0228393477778281
"60",0.0191402263350361,0.0228128002535912
"61",0.0191344593169785,0.0227870633525233
"62",0.0191288616058731,0.0227621170782274
"63",0.019123447751536,0.0227379198997251
"64",0.0191181860089137,0.0227144302860383
"65",0.0191130657963217,0.0226916159352949
"66",0.0191080924046023,0.0226694506983603
"67",0.0191032578974921,0.0226478899678876
"68",0.0190985596295699,0.0226269106711111
"69",0.0190939433697027,0.0226065005025556
"70",0.019089440862944,0.0225866133166898
"71",0.0190850653363994,0.0225672429607761
"72",0.0190807612362252,0.0225483386747299
"73",0.0190765655983172,0.0225298943058137
"74",0.0190724400640691,0.0225119006249212
"75",0.019068387278902,0.0224943284065493
"76",0.0190644138563688,0.0224771468870101
"77",0.019060502601232,0.0224603514517507
"78",0.0190566693860185,0.0224439205661897
"79",0.0190528824656747,0.0224278203902706
"80",0.019049137872069,0.0224120863022343
"81",0.0190454713183865,0.0223966536983367
"82",0.0190418232826519,0.0223815164258403
"83",0.0190382532868405,0.0223666683320076
"84",0.0190346951954242,0.0223521094168386
"85",0.0190311781080354,0.0223378027639081
"86",0.0190277152517798,0.0223237683696132
"87",0.0190242695907614,0.0223099539356847
"88",0.0190208530293754,0.0222963825348885
"89",0.0190174735038853,0.0222830341708276
"90",0.0190141111736324,0.0222698903852893
"91",0.0190107647159063,0.0222569619455645
"92",0.0190074539713655,0.0222442273170717
"93",0.0190041458722457,0.0222316649652297
"94",0.0190008761317323,0.0222192948864352
"95",0.0189976169729034,0.0222070786260789
"96",0.0189943697184696,0.0221950346423734
"97",0.0189911317230098,0.0221831537062122
"98",0.0189878990183922,0.0221714127448297
"99",0.0189846954134069,0.0221598132964103
"100",0.0189814772586055,0.0221483661282447
"101",0.018978277621752,0.0221370220184326
"102",0.0189750938574253,0.0221258194215836
"103",0.0189719021568351,0.0221147368031163
"104",0.0189687078108239,0.0221037695484777
"105",0.0189655253692077,0.0220929145812988
"106",0.0189623482184337,0.0220821595961048
"107",0.0189591657768175,0.0220714969019736
"108",0.0189560018531492,0.0220609572625929
"109",0.0189528114752697,0.0220504976088001
"110",0.018949639615338,0.0220401040969356
"111",0.0189464465920373,0.0220298259488998
"112",0.0189432694412634,0.0220196154809767
"113",0.0189400922904894,0.0220094849986415
"114",0.0189368926536359,0.021999422196419
"115",0.0189336983076246,0.0219894255361249
"116",0.01893049602535,0.0219795088614187
"117",0.0189272778705486,0.0219696506377189
"118",0.0189240583930366,0.0219598462504725
"119",0.0189208283338401,0.0219500956996795
"120",0.0189176141471704,0.0219404220581055
"121",0.0189143735062894,0.0219307822565879
"122",0.0189111103793288,0.0219211916769705
"123",0.0189078578340528,0.0219116549338064
"124",0.0189045828026971,0.0219021581834362
"125",0.0189013170303154,0.02189270142586
"126",0.0188980155447485,0.0218832985047371
"127",0.0188947259635767,0.0218739094272737
"128",0.0188914033146407,0.0218645834153698
"129",0.0188880700840203,0.0218552650943879
"130",0.0188847487577949,0.021845999071675
"131",0.0188813771685681,0.021836753045359
"132",0.0188780214518681,0.0218275408590994
"133",0.0188746366355356,0.0218183471310523
"134",0.0188712438829398,0.0218091657084803
"135",0.0188678286442644,0.0218000227405179
"136",0.0188643975330623,0.0217909028453212
"137",0.0188609703899918,0.0217817998701526
"138",0.0188574969520516,0.021772704585906
"139",0.0188540301276642,0.0217636262216876
"140",0.0188505342036444,0.0217545601629442
"141",0.0188470105027028,0.0217455125624134
"142",0.0188434881244718,0.0217364741909888
"143",0.0188399459055823,0.0217274419723019
"144",0.0188363706189287,0.0217184220590899
"145",0.0188327887187222,0.0217093944549561
"146",0.0188291949141207,0.0217003760799285
"147",0.0188255415875439,0.0216913730867447
"148",0.0188218842928353,0.0216823762462985
"149",0.0188182243527057,0.0216733563330866
