5.470153797109615912e-01,6.337180621426142801e-01
5.849733473616971491e-01,6.767228055924109364e-01
3.671477722551353962e-01,4.299358052857552570e-01
2.308916850858438174e-01,2.755635236582122394e-01
2.070305484672415597e-01,2.485298829705592794e-01
4.287892731980991745e-01,4.997729724993478229e-01
3.014656813087165377e-01,3.555208235252073079e-01
2.574468360154623103e-01,3.056493665965588913e-01
3.033649396883061344e-01,3.576726015158169791e-01
2.125827564860907348e-01,2.548202956614475378e-01
3.598627075812163567e-01,4.216821405953857238e-01
6.686798053795364183e-01,7.715586193870569431e-01
6.133422674445940803e-01,7.088635709078355829e-01
3.300797153103239290e-01,3.879392923596165499e-01
3.024504189320626479e-01,3.566364888644853459e-01
8.054679401484303447e-02,1.052292336617686314e-01
4.067066000034817996e-01,4.747542543172161844e-01
3.400321692907516957e-01,3.992149943166445336e-01
4.188551138111893390e-01,4.885179975292859855e-01
2.698190933847145478e-01,3.196666016328303384e-01
3.128217067093452264e-01,3.683867114846736124e-01
5.254945663540335765e-01,6.093359069713609744e-01
5.669966573298217405e-01,6.563559895918620324e-01
2.576972656318416988e-01,3.059330925721886474e-01
3.087398169455601860e-01,3.637621060870101508e-01
1.063671974947520832e-01,1.344826393667552800e-01
2.944920524004375206e-01,3.476200021515736815e-01
1.364951357077874849e-01,1.686162965067946329e-01
1.939022459787881902e-01,2.336560813581506912e-01
3.328042035999085324e-01,3.910260203162775894e-01
2.418622915528821360e-01,2.879927485562560063e-01
1.978070311819267180e-01,2.380800349120570369e-01
1.713680726993042913e-01,2.081258330146598945e-01
3.611933990009495998e-01,4.231897566944095024e-01
3.247047328820137913e-01,3.818496686341438795e-01
2.605584453627960984e-01,3.091746860480465986e-01
1.237320803223597998e-01,1.541563041400740575e-01
8.160756782423908007e-01,9.385517986939860835e-01
2.889169340317399581e-01,3.413036330204818891e-01
5.476985880155462727e-01,6.344921077430475398e-01
3.100161409662466339e-01,3.652081262631554637e-01
5.792247413765547748e-01,6.702098824596515181e-01
4.684558505712437260e-01,5.447134972176288503e-01
3.202653557481324742e-01,3.768200454341841810e-01
4.008799540915455872e-01,4.681529153066233406e-01
3.157263618661875770e-01,3.716775607466655251e-01
6.001104368662775190e-01,6.938724764259724953e-01
2.718898524083879775e-01,3.220126824709518831e-01
