"","MSETrain","MSETest"
"1",0.773742403788575,0.750842820552357
"2",0.747762153067903,0.749322509765625
"3",0.745640338210924,0.747530003597862
"4",0.743111023928392,0.745438639322917
"5",0.740117309352718,0.743020790501645
"6",0.736621768291834,0.740273405376234
"7",0.732624509542809,0.737226466128701
"8",0.728170303099933,0.73394127561335
"9",0.723350810494652,0.730506709584019
"10",0.718299634528883,0.727023743746573
"11",0.713170614259553,0.723587785687363
"12",0.708109483361882,0.720264528508772
"13",0.703227704434046,0.717082776521382
"14",0.698587346204462,0.714031286406935
"15",0.694196459656306,0.711072633977522
"16",0.690027954319157,0.708154778731497
"17",0.686029770795037,0.705219201874315
"18",0.682138915580437,0.702214398300439
"19",0.678294027127897,0.699093306692023
"20",0.67443771498301,0.695816628974781
"21",0.670519497305314,0.692352937397204
"22",0.666498847186247,0.688679424085115
"23",0.662342853512144,0.68478072317023
"24",0.658031334426526,0.680648214775219
"25",0.65355036390444,0.676284254642955
"26",0.648898201192764,0.671698854680647
"27",0.644086922766266,0.666911556846217
"28",0.639133718561999,0.661950201737253
"29",0.634067800593249,0.656849375942297
"30",0.628923983922404,0.651649073550576
"31",0.623740075531278,0.646390734220806
"32",0.618554099995822,0.641114459121436
"33",0.613400709182821,0.635855316697506
"34",0.608309495895304,0.630642432497259
"35",0.60330183875752,0.625498078998766
"36",0.598392370975379,0.620435908802769
"37",0.593587674771613,0.615462453741776
"38",0.588888185334503,0.610577874434622
"39",0.584289713976855,0.605778851425439
"40",0.579784100918421,0.601057942708333
"41",0.575361500024371,0.596405993009868
"42",0.571011684370126,0.591813632898163
"43",0.566723230263341,0.587271064624452
"44",0.5624856931853,0.582769614771793
"45",0.5582902061748,0.578302055492736
"46",0.554127956669173,0.573862658048931
"47",0.549992416844224,0.569447728207237
"48",0.545878690831802,0.565054910224781
"49",0.541783514719808,0.560684418260005
"50",0.53770574613901,0.556338286818119
"51",0.533645820277685,0.5520198888946
"52",0.529605151497744,0.547735274465461
"53",0.525588200479055,0.543490225808662
"54",0.521600298278047,0.539292184930099
"55",0.517646775951147,0.535149611088268
"56",0.513735249293254,0.531070160447505
"57",0.50987284451245,0.527061167934485
"58",0.506065871838792,0.523130771570038
"59",0.502322654248134,0.519284485934074
"60",0.498648305202763,0.515527932685718
"61",0.495048210157643,0.511866144548383
"62",0.491527047386781,0.508301637883772
"63",0.488087863208138,0.50483757152892
"64",0.484733540744067,0.501474695038377
"65",0.481465331160873,0.498214400442023
"66",0.478284866414606,0.495055884645696
"67",0.475192037708194,0.491999683045504
"68",0.472186573048964,0.489043546977796
"69",0.46926776525596,0.486186566269189
"70",0.466435015945299,0.483427295350192
"71",0.463686910755069,0.480763539096765
"72",0.461022252917502,0.478192459909539
"73",0.458438975288269,0.475711916204084
