5.592173630794223804e-01,6.475423840654234153e-01
5.940952600379734161e-01,6.870575400024370172e-01
3.731163056065284755e-01,4.366978966577163002e-01
2.411459457862537570e-01,2.871811596377275011e-01
2.264104248799690133e-01,2.704864487405382878e-01
4.379628465446722685e-01,5.101662362250896088e-01
3.170382944238097633e-01,3.731639238623916111e-01
2.548480100718372721e-01,3.027050086687417263e-01
3.148474760307885534e-01,3.706818209267475073e-01
2.419276427760695958e-01,2.880667886790878596e-01
3.662509671763700680e-01,4.289197637344360770e-01
6.796078165309575869e-01,7.839395856260193973e-01
6.522536701331600462e-01,7.529485152149389959e-01
3.446656859921652383e-01,4.044645692898919398e-01
3.162157194865228838e-01,3.722319818661353752e-01
8.864900588615183541e-02,1.144086909527276819e-01
4.241929563418119775e-01,4.945655433493634234e-01
3.519954834975110858e-01,4.127689143527459859e-01
4.233512647110820315e-01,4.936119429623131438e-01
2.875205840380165023e-01,3.397216285833966065e-01
3.269486419447365511e-01,3.843919210132750175e-01
5.464505799896350879e-01,6.330781683701220963e-01
5.790612225145785885e-01,6.700246226276923567e-01
2.733443038244193213e-01,3.236605133185396221e-01
3.216001951905063660e-01,3.783323610643084534e-01
1.171512871063975780e-01,1.467005486962460747e-01
3.054334826375535439e-01,3.600161716370046117e-01
1.483958843856956478e-01,1.820993324918371570e-01
2.103684497163478273e-01,2.523115814060336026e-01
3.356208311896457519e-01,3.942171381338808178e-01
2.381157755362252604e-01,2.837481071779455188e-01
2.101028283373081174e-01,2.520106438172382557e-01
1.787872238086420373e-01,2.165314118646160801e-01
3.771439486881711378e-01,4.412610428995576983e-01
3.325760612500289204e-01,3.907675448542380359e-01
2.781111362865893999e-01,3.290611293101551871e-01
1.340407699121088092e-01,1.658356057083221480e-01
8.310330777430081639e-01,9.554978884878031486e-01
3.061439293761621938e-01,3.608210772107101061e-01
5.693586538191282020e-01,6.590320299422463002e-01
3.172570880091583057e-01,3.734118075766345024e-01
5.946586139213485556e-01,6.876957957027661772e-01
4.902827899344163742e-01,5.694424799767813239e-01
3.326704641319328526e-01,3.908744992558687015e-01
4.067734307156908313e-01,4.748299706374249363e-01
3.242630423967180486e-01,3.813492523268448009e-01
6.183939628099783814e-01,7.145869243068857513e-01
2.795359807093388826e-01,3.306754167087858631e-01
2.754229630476382473e-01,3.260155447426825726e-01
3.152025682394936079e-01,3.710841251142871222e-01
5.229557600120466887e-01,6.064595486686596981e-01
3.833010001686868451e-01,4.482367171970628172e-01
2.698319967565528943e-01,3.196812205976983234e-01
5.805418290562986972e-01,6.717020861068394577e-01
2.017111457053180623e-01,2.425032286146792393e-01
4.041582388823374283e-01,4.718670708610143150e-01
2.543549884570370234e-01,3.021464364012594883e-01
3.874235917150527508e-01,4.529074359623845858e-01
3.395022385078140803e-01,3.986146055504156127e-01
5.338466016396585800e-01,6.187984034371062370e-01
1.177754438078986166e-01,1.474076913722582038e-01
2.590870342256529346e-01,3.075076405664692869e-01
1.534911567043662772e-01,1.878720567031934852e-01
5.946586139213485556e-01,6.876957957027661772e-01
2.757488998405522307e-01,3.263848170991240361e-01
5.685264393930415938e-01,6.580891668201112044e-01
1.729870309783216875e-01,2.099600430568226150e-01
5.270614483255127158e-01,6.111111167987046677e-01
1.343318583399790989e-01,1.661653963672149181e-01
5.652809249835433203e-01,6.544121386971265553e-01
2.612260930874388820e-01,3.099311021812097833e-01
1.176724323308262765e-01,1.472909838028582385e-01
3.436899583282734261e-01,4.033591118468424774e-01
3.451431678329540120e-01,4.050055356623278868e-01
1.001373303083996080e-01,1.274244680088848225e-01
3.397803648809950561e-01,3.989297107592962854e-01
2.653663151120272401e-01,3.146217955194546834e-01
4.641506154061094680e-01,5.398358510941263511e-01
5.272127920844271731e-01,6.112825827629714270e-01
3.087286223450521616e-01,3.637494230865054856e-01
3.020063023051559048e-01,3.561333238431740877e-01
1.581422336203279488e-01,1.931415266436455613e-01
3.693153395112611648e-01,4.323915656841406108e-01
2.537966181234436736e-01,3.015138268483164019e-01
2.466456938836414370e-01,2.934121374957341377e-01
2.121585053341953353e-01,2.543396373682159650e-01
3.995156177307619960e-01,4.666071809376339807e-01
2.727348791276359985e-01,3.229700613697343847e-01
4.796022409364129602e-01,5.573418777056473594e-01
4.120002755067925793e-01,4.807517607965163808e-01
5.531382596174234667e-01,6.406550215176298746e-01
