3.631008370882203296e-01,4.253508019417269193e-01
4.012631633833373956e-01,4.685870749390019796e-01
3.990797241057552625e-01,4.661133322235168075e-01
2.125565871648438798e-01,2.547906469469317647e-01
2.355481700958599323e-01,2.808391207364369091e-01
3.117388308929551766e-01,3.671598597970295863e-01
2.325104386673352563e-01,2.773975017868892667e-01
3.933006830742958870e-01,4.595659274933548977e-01
3.116918512411235853e-01,3.671066338737407619e-01
3.772091550256894688e-01,4.413349188731630068e-01
2.789859195896942090e-01,3.300522211375770398e-01
3.315119462600862321e-01,3.895619483754001466e-01
5.738396897265791718e-01,6.641088507394609097e-01
5.320390053785237772e-01,6.167504746811152128e-01
3.318910379094021645e-01,3.899914428960973289e-01
5.222352350314163338e-01,6.056432248805608820e-01
3.033450635103303594e-01,3.576500826617393658e-01
2.363387802272004234e-01,2.817348479834790309e-01
4.516831626318993376e-01,5.257107637617182139e-01
2.378995948402261584e-01,2.835031837548639411e-01
3.328642638697092981e-01,3.910940660166710714e-01
3.615031134073519725e-01,4.235406497852249874e-01
2.096057922869721535e-01,2.514475233670951937e-01
3.196013240793921795e-01,3.760677261367055824e-01
2.360536713527618402e-01,2.814118319012348657e-01
1.338061354928809787e-01,1.655697750111617961e-01
5.360303712815355226e-01,6.212725204411169155e-01
2.945593600118202593e-01,3.476962587780181302e-01
2.329548596973460006e-01,2.779010116838143141e-01
5.775014153364959046e-01,6.682574282367328422e-01
5.520764905386645882e-01,6.394520828551837344e-01
5.611341222017280916e-01,6.497139896442121199e-01
2.821953950527334443e-01,3.336884186855177958e-01
5.357113388848389057e-01,6.209110704683902249e-01
3.364354482921560474e-01,3.951400642458796630e-01
2.568797195081125029e-01,3.050068480052282593e-01
6.471680890101911832e-01,7.471867707111556900e-01
3.577964049103246613e-01,4.193411086131424437e-01
3.345969293876157602e-01,3.930571014659737239e-01
5.338466016396585800e-01,6.187984034371062370e-01
2.936809071825032813e-01,3.467010095353524335e-01
5.338466016396585800e-01,6.187984034371062370e-01
2.647739453671955623e-01,3.139506660970812213e-01
5.098981967532285609e-01,5.916658915584619427e-01
3.161591935021070832e-01,3.721679403589499557e-01
1.689633870805857807e-01,2.054014277182029391e-01
2.819684796330114707e-01,3.334313332825337151e-01
2.907657535099572588e-01,3.433982659069763077e-01
1.954996060328400564e-01,2.354658215411218058e-01
3.274880067107559523e-01,3.850029980762503801e-01
2.225996451081810323e-01,2.661689992938938154e-01
3.206549126925556936e-01,3.772613966837599087e-01
2.744742981328484599e-01,3.249407482294512928e-01
2.386887616931507861e-01,2.843972758295867376e-01
3.270315234555112860e-01,3.844858221973530554e-01
3.743544516625121332e-01,4.381006628432215777e-01
2.383169673127574772e-01,2.839760488004683392e-01
5.222352350314163338e-01,6.056432248805608820e-01
4.171168277674653369e-01,4.865485942661672558e-01
5.464094928458496092e-01,6.330316184048069283e-01
3.309453699049381692e-01,3.889200417532633347e-01
1.058774375186149058e-01,1.339277623954812368e-01
4.761210333510368375e-01,5.533978193597921535e-01
