"","MSETrain","MSETest"
"1",0.758002643853846,0.749082880912067
"2",0.753566956855881,0.746493277789878
"3",0.750875768527179,0.743945883332397
"4",0.74824287522007,0.741454803686348
"5",0.745664086140377,0.739014001201383
"6",0.743134297115702,0.736618535981761
"7",0.740647974148603,0.734263852345858
"8",0.738201893551249,0.731946711917575
"9",0.735793315188985,0.729665742503653
"10",0.733419552655287,0.727417156850691
"11",0.731079692571936,0.725200460969115
"12",0.728771155988666,0.723014282665664
"13",0.726493513080436,0.720857908399843
"14",0.724246925031635,0.718732216375337
"15",0.722031338114134,0.716635999062078
"16",0.719846215046627,0.714570463990136
"17",0.717691931926029,0.712535830710432
"18",0.715568972305513,0.71053149545793
"19",0.713476960088166,0.708558775538163
"20",0.711417668302294,0.706617835614321
"21",0.709390022385288,0.704708895237326
"22",0.707394505890322,0.702833107049517
"23",0.705432032195615,0.700989263520824
"24",0.703500076079033,0.699178078191743
"25",0.701601431403362,0.697398672858588
"26",0.699732820752641,0.695650827970436
"27",0.697895855970786,0.693934763078209
"28",0.696088549116967,0.692249215764107
"29",0.694310416638012,0.690593472487635
"30",0.692560061602525,0.688966490381913
"31",0.690837537738639,0.687367610794177
"32",0.689140158639827,0.685795735969818
"33",0.687467978034221,0.684249493715574
"34",0.685819007980991,0.682728280266412
"35",0.684192872383225,0.681230339214956
"36",0.682587260931311,0.67975473746979
"37",0.681001206518899,0.678300871265878
"38",0.679435192699164,0.676867093971307
"39",0.67788535104671,0.675452252943739
"40",0.676352594939756,0.674055360204024
"41",0.674835043893733,0.672675757099399
"42",0.673332644180513,0.671312949640288
"43",0.671843783956178,0.669964467878822
"44",0.67036728120186,0.668630915580036
"45",0.668903995567644,0.667311524315704
"46",0.667451831656443,0.666004921892564
"47",0.666010950652646,0.664710998535156
"48",0.664580492906167,0.663428876039793
"49",0.663159759951309,0.662158279967823
"50",0.661749880078813,0.660898771217401
"51",0.66034902653224,0.659649416697111
"52",0.658957091855331,0.658410984835179
"53",0.657574344688738,0.657181883887421
"54",0.656200355207416,0.655962333404761
"55",0.654835660692672,0.654752333387197
"56",0.653478703028719,0.653551225181964
"57",0.652131201515735,0.652359228339984
"58",0.65079106075663,0.651176178198067
"59",0.649460859701667,0.650000812338411
"60",0.648138395497497,0.648834118740164
"61",0.64682377560038,0.647675987627866
"62",0.645518396941709,0.646525540797831
"63",0.644220486493178,0.645382723362326
"64",0.642931602370571,0.644247919535465
"65",0.641650723739409,0.643120196225832
"66",0.640378172968475,0.64200010231073
"67",0.639113412776463,0.640887637790158
"68",0.637857893822898,0.639781869572701
"69",0.636609252070037,0.638682687882897
"70",0.63536952918684,0.637591080699893
"71",0.634137167057521,0.636505675830429
"72",0.632912541778994,0.635426857488618
"73",0.631696083176304,0.634353967021695
"74",0.630487200240014,0.633287498419233
"75",0.629285463145081,0.632226957691659
"76",0.62809140917281,0.631171905737129
"77",0.626904286129374,0.630121683902878
"78",0.625723717917859,0.629077499718975
"79",0.624550886557136,0.62803803587989
"80",0.623384287659551,0.627004060813849
"81",0.622223491400061,0.625973818113478
"82",0.621069303700622,0.624948460421116
"83",0.619921670833104,0.623927603522651
"84",0.618778873497332,0.622910533877585
"85",0.617641825071523,0.62189714171046
"86",0.616510042002503,0.620887152582621
"87",0.615383739202795,0.619880401830879
"88",0.61426205702231,0.618877109006154
"89",0.613145102917309,0.617876780118874
"90",0.612032232150226,0.616878701628541
"91",0.610924035730496,0.615883751738843
"92",0.609818740629814,0.614890668031981
"93",0.60871758259518,0.613899615171144
"94",0.607620454170335,0.612910593156334
"95",0.606525743511361,0.611923107997977
"96",0.605434149083957,0.61093699503288
"97",0.604345294791208,0.609952583587427
"98",0.603259234361246,0.608969050345661
"99",0.602175699153417,0.607986450195312
"100",0.601093775789503,0.607004453809999
"101",0.60001410900707,0.606022731863337
"102",0.598935946612291,0.605042052783554
"103",0.597858697595731,0.604061044377389
"104",0.596783866345043,0.603080145746684
"105",0.595709626103791,0.602099576442362
"106",0.594635976871974,0.601118074046622
"107",0.593563617115289,0.600136461875422
"108",0.592491579727388,0.599154026388264
"109",0.591419864708269,0.598171536013377
"110",0.590348794426717,0.597187563669767
"111",0.589277616688903,0.59620265823474
"112",0.588206922504264,0.595216984371487
"113",0.587135959678972,0.594230377416817
"114",0.586064190931723,0.593242288493424
"115",0.584992637096996,0.59225271760131
"116",0.583920760893486,0.591261829403665
"117",0.582847434030452,0.590269349461837
"118",0.581774375808071,0.589275277775826
"119",0.580700350479341,0.58827928501925
"120",0.579625734141175,0.587281810293952
"121",0.578550204424791,0.58628257916128
"122",0.577473707602058,0.585281207407121
"123",0.576396028760453,0.58427835368424
"124",0.575317920093805,0.58327308490122
"125",0.574238414495764,0.582265730384442
"126",0.573157726878851,0.581256784123482
"127",0.572076448252503,0.580245861904227
"128",0.570993933879154,0.579232689288023
"129",0.569910882224499,0.578217705376714
"130",0.568825573988364,0.577200196629805
"131",0.567740265752228,0.576181151026445
"132",0.56665361431283,0.575159800138405
"133",0.565565942038952,0.574136857506183
"134",0.564476980289943,0.573111884027934
"135",0.563387212618976,0.572084769928198
"136",0.562296746482312,0.571055350543784
"137",0.561205635608082,0.570024998067952
"138",0.560113933724417,0.568992230531981
"139",0.559020834909358,0.567958200578209
"140",0.557928058463083,0.566922084890681
"141",0.556834368638589,0.565885310550388
"142",0.555740463901574,0.564846230925416
"143",0.554645645786339,0.563805779107183
"144",0.553551472408671,0.562764394197533
"145",0.552456708021567,0.561721582206891
"146",0.551361836178202,0.560678276226675
"147",0.550267179247359,0.559633488277737
"148",0.549173167054082,0.558588151451495
"149",0.548079316045197,0.557542046197027
"150",0.546985948589486,0.556495392065254
"151",0.545892742318167,0.555448463494829
"152",0.544801792628329,0.554401150710291
"153",0.543710628025968,0.553353892813484
"154",0.542620537986218,0.552306415365754
"155",0.541531576237208,0.551259212356677
"156",0.540444280060244,0.5502120093476
"157",0.539358595727195,0.54916568454221
"158",0.53827436205367,0.548120347715968
"159",0.537192384961625,0.547075395103839
"160",0.536112610722931,0.54603175979724
"161",0.535034394600022,0.544989002694329
"162",0.533958542514855,0.543947892223331
